DC_PRODUTO,TOKENS,TAGS,text
CEDROARANA SERRADO EM VIGA,"['CEDROARANA', 'SERRADO', 'EM', 'VIGA']","[0, 0, 0, 0]",cedroarana serrado em viga
MURURE SERR. CAIBRO(BROSIMUM ACUTIFOLIUM SUBSP),"['MURURE', 'SERR.', 'CAIBRO(BROSIMUM', 'ACUTIFOLIUM', 'SUBSP)']","[0, 0, 0, 0, 0]",murure serr. caibro(brosimum acutifolium subsp)
"MACARANDUBA MADEIRA SERRADA EM BLOCO,QUADRADO OU FILE","['MACARANDUBA', 'MADEIRA', 'SERRADA', 'EM', 'BLOCO,QUADRADO', 'OU', 'FILE']","[0, 0, 0, 0, 0, 0, 0]","macaranduba madeira serrada em bloco,quadrado ou file"
MANGUEIRA TRANCADA 1/2 X 2.0MM AZUL,"['MANGUEIRA', 'TRANCADA', '1/2', 'X', '2.0MM', 'AZUL']","[0, 0, 0, 0, 0, 0]",mangueira trancada 1/2 x 2.0mm azul
QUARUBA SERRADO EM VIGA,"['QUARUBA', 'SERRADO', 'EM', 'VIGA']","[0, 0, 0, 0]",quaruba serrado em viga
MADEIRA SERRADA  VIGA DE BREU,"['MADEIRA', 'SERRADA', 'VIGA', 'DE', 'BREU']","[0, 0, 0, 0, 0]",madeira serrada  viga de breu
"MADEIRITE PLASTIFICADO 1,10X2,20 12MM MADEIRITE","['MADEIRITE', 'PLASTIFICADO', '1,10X2,20', '12MM', 'MADEIRITE']","[0, 0, 0, 0, 0]","madeirite plastificado 1,10x2,20 12mm madeirite"
MAD. ESP. ANGELIM PEDRA (HYMENOLOBIUM ELATUM DUCKE) SERRADA EM PRANCHA,"['MAD.', 'ESP.', 'ANGELIM', 'PEDRA', '(HYMENOLOBIUM', 'ELATUM', 'DUCKE)', 'SERRADA', 'EM', 'PRANCHA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mad. esp. angelim pedra (hymenolobium elatum ducke) serrada em prancha
MADEIRA DA ESPECIO JATOBA SERRADA EM CAIBRO,"['MADEIRA', 'DA', 'ESPECIO', 'JATOBA', 'SERRADA', 'EM', 'CAIBRO']","[0, 0, 0, 0, 0, 0, 0]",madeira da especio jatoba serrada em caibro
FREXAL  MISTO 4M,"['FREXAL', 'MISTO', '4M']","[0, 0, 0]",frexal  misto 4m
CAIBRO- MASSARANDUBA,"['CAIBRO-', 'MASSARANDUBA']","[0, 0]",caibro- massaranduba
MACARANDUBA - SERRADO TIPO RIPA.,"['MACARANDUBA', '-', 'SERRADO', 'TIPO', 'RIPA.']","[0, 0, 0, 0, 0]",macaranduba - serrado tipo ripa.
MADEIRA SERRADA EM VIGA CANELAO,"['MADEIRA', 'SERRADA', 'EM', 'VIGA', 'CANELAO']","[0, 0, 0, 0, 0]",madeira serrada em viga canelao
"BARROTE 7,0X7,0CM MACRANDUBA","['BARROTE', '7,0X7,0CM', 'MACRANDUBA']","[0, 0, 0]","barrote 7,0x7,0cm macranduba"
ANGELIM VERMELHO MAD.SERRADA - VIGOTA,"['ANGELIM', 'VERMELHO', 'MAD.SERRADA', '-', 'VIGOTA']","[0, 0, 0, 0, 0]",angelim vermelho mad.serrada - vigota
MADEIRA SERRADA (CAIBRO) DA ESPECIE QUARUBATINGA;(VOCHYSIA GUIANENSIS AUBL.),"['MADEIRA', 'SERRADA', '(CAIBRO)', 'DA', 'ESPECIE', 'QUARUBATINGA;(VOCHYSIA', 'GUIANENSIS', 'AUBL.)']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada (caibro) da especie quarubatinga;(vochysia guianensis aubl.)
BARROTE MADEIRA SERRADA EM (TABUA),"['BARROTE', 'MADEIRA', 'SERRADA', 'EM', '(TABUA)']","[0, 0, 0, 0, 0]",barrote madeira serrada em (tabua)
MADEIRA SERRADA EM TÁBUA DA ESSÊNCIA - VIROLA,"['MADEIRA', 'SERRADA', 'EM', 'TÁBUA', 'DA', 'ESSÊNCIA', '-', 'VIROLA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabua da essencia - virola
SARRAFO / HYMENOLOBIUM PETRAEUM - ANGELIM,"['SARRAFO', '/', 'HYMENOLOBIUM', 'PETRAEUM', '-', 'ANGELIM']","[0, 0, 0, 0, 0, 0]",sarrafo / hymenolobium petraeum - angelim
JANELA LAMBRI DE CORRER 1.20 X 60 CXD ANDIROBA,"['JANELA', 'LAMBRI', 'DE', 'CORRER', '1.20', 'X', '60', 'CXD', 'ANDIROBA']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",janela lambri de correr 1.20 x 60 cxd andiroba
MADEIRA SERRADA EM SARRAFOS DA ESPECIE ANGELIM VERMELHO - DINIZIA EXCELSA DUCKE,"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS', 'DA', 'ESPECIE', 'ANGELIM', 'VERMELHO', '-', 'DINIZIA', 'EXCELSA', 'DUCKE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafos da especie angelim vermelho - dinizia excelsa ducke
"MADEIRA SERRADA EM TÁBUA (TAIPÁ ATÉ 2,5 CM) ESPÉCIE MANDIOQUEIRA","['MADEIRA', 'SERRADA', 'EM', 'TÁBUA', '(TAIPÁ', 'ATÉ', '2,5', 'CM)', 'ESPÉCIE', 'MANDIOQUEIRA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","madeira serrada em tabua (taipa ate 2,5 cm) especie mandioqueira"
CAIBRO 3M CUMARU,"['CAIBRO', '3M', 'CUMARU']","[0, 0, 0]",caibro 3m cumaru
"PORTA LAM VERNIZ MOGNO 80X2,10 MADELAR","['PORTA', 'LAM', 'VERNIZ', 'MOGNO', '80X2,10', 'MADELAR']","[0, 0, 0, 0, 0, 0]","porta lam verniz mogno 80x2,10 madelar"
MADEIRA SERRADA VIGA DE ITAUBA,"['MADEIRA', 'SERRADA', 'VIGA', 'DE', 'ITAUBA']","[0, 0, 0, 0, 0]",madeira serrada viga de itauba
"LINHA MASS 5 X 28 - 1,00","['LINHA', 'MASS', '5', 'X', '28', '-', '1,00']","[0, 0, 0, 0, 0, 0, 0]","linha mass 5 x 28 - 1,00"
CAIBRO 3X5 5.00MT ANGELIM,"['CAIBRO', '3X5', '5.00MT', 'ANGELIM']","[0, 0, 0, 0]",caibro 3x5 5.00mt angelim
FAVA-AMARGOSA SERRADA VIGA,"['FAVA-AMARGOSA', 'SERRADA', 'VIGA']","[0, 0, 0]",fava-amargosa serrada viga
"LINHA MASSA 5,0X10 8,5MT-MADEIRA","['LINHA', 'MASSA', '5,0X10', '8,5MT-MADEIRA']","[0, 0, 0, 0]","linha massa 5,0x10 8,5mt-madeira"
"MADEIRA MACARANDUBA, VIGA, COMP. 6M, LARG 11CM E ESP. 6CM.","['MADEIRA', 'MACARANDUBA,', 'VIGA,', 'COMP.', '6M,', 'LARG', '11CM', 'E', 'ESP.', '6CM.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","madeira macaranduba, viga, comp. 6m, larg 11cm e esp. 6cm."
MADEIRA SERRADA EM VIGA (LINHA 3X4),"['MADEIRA', 'SERRADA', 'EM', 'VIGA', '(LINHA', '3X4)']","[0, 0, 0, 0, 0, 0]",madeira serrada em viga (linha 3x4)
PERFIL SUSTENTAVEL 20X100X2960MM  MARROM CAFE,"['PERFIL', 'SUSTENTAVEL', '20X100X2960MM', 'MARROM', 'CAFE']","[0, 0, 0, 0, 0]",perfil sustentavel 20x100x2960mm  marrom cafe
MANILKARA HUBERI (DUCKE) CHEVALIER-MACARANDUBA-MADEIRA SERRADA-VIGOTA,"['MANILKARA', 'HUBERI', '(DUCKE)', 'CHEVALIER-MACARANDUBA-MADEIRA', 'SERRADA-VIGOTA']","[0, 0, 0, 0, 0]",manilkara huberi (ducke) chevalier-macaranduba-madeira serrada-vigota
OITICICA SERRADA EM VIGOTA,"['OITICICA', 'SERRADA', 'EM', 'VIGOTA']","[0, 0, 0, 0]",oiticica serrada em vigota
"MAPARAJUBA MADEIRA SERRADA EM BLOCO, QUADRADO OU FILE","['MAPARAJUBA', 'MADEIRA', 'SERRADA', 'EM', 'BLOCO,', 'QUADRADO', 'OU', 'FILE']","[0, 0, 0, 0, 0, 0, 0, 0]","maparajuba madeira serrada em bloco, quadrado ou file"
TELHA DO SERIDO DE 2,"['TELHA', 'DO', 'SERIDO', 'DE', '2']","[0, 0, 0, 0, 0]",telha do serido de 2
"LINHA MISTA 5X11 5,0 MT","['LINHA', 'MISTA', '5X11', '5,0', 'MT']","[0, 0, 0, 0, 0]","linha mista 5x11 5,0 mt"
ANGELIM-VERMELHO SERR EM PRANCHA,"['ANGELIM-VERMELHO', 'SERR', 'EM', 'PRANCHA']","[0, 0, 0, 0]",angelim-vermelho serr em prancha
MADEIRA BENEFICIADA DA ESPECIE POPULAR TIMBORANA EM PORTAIS/ADUELAS,"['MADEIRA', 'BENEFICIADA', 'DA', 'ESPECIE', 'POPULAR', 'TIMBORANA', 'EM', 'PORTAIS/ADUELAS']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira beneficiada da especie popular timborana em portais/aduelas
"LINHA ANGELIM 5X18 1,00MT","['LINHA', 'ANGELIM', '5X18', '1,00MT']","[0, 0, 0, 0]","linha angelim 5x18 1,00mt"
"TABUA MELHOR 2,2CM 20","['TABUA', 'MELHOR', '2,2CM', '20']","[0, 0, 0, 0]","tabua melhor 2,2cm 20"
CAIXA DE PORTA DESMONTADA MISTA,"['CAIXA', 'DE', 'PORTA', 'DESMONTADA', 'MISTA']","[0, 0, 0, 0, 0]",caixa de porta desmontada mista
TABUA DE PINUS 3.0X30X0.3,"['TABUA', 'DE', 'PINUS', '3.0X30X0.3']","[0, 0, 0, 0]",tabua de pinus 3.0x30x0.3
"JANELA DIAGONAL 1,20X0,80 S/BV JATOBA","['JANELA', 'DIAGONAL', '1,20X0,80', 'S/BV', 'JATOBA']","[0, 0, 0, 0, 0]","janela diagonal 1,20x0,80 s/bv jatoba"
MADEIRAS ARTESANATO 40 MADEIRINHAS E 200 RIPAS,"['MADEIRAS', 'ARTESANATO', '40', 'MADEIRINHAS', 'E', '200', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0]",madeiras artesanato 40 madeirinhas e 200 ripas
MADEIRA SERRADA EM RIPA ESPÉCIE PEQUIARANA,"['MADEIRA', 'SERRADA', 'EM', 'RIPA', 'ESPÉCIE', 'PEQUIARANA']","[0, 0, 0, 0, 0, 0]",madeira serrada em ripa especie pequiarana
"VIGA - ANGELIM-VERMELHO (DINIZIA EXCELSA) BRUTO, NORMAL, FAS, AD, 50,00MM X 110,00MM A 180,00MM X 3,00M A 8,00M","['VIGA', '-', 'ANGELIM-VERMELHO', '(DINIZIA', 'EXCELSA)', 'BRUTO,', 'NORMAL,', 'FAS,', 'AD,', '50,00MM', 'X', '110,00MM', 'A', '180,00MM', 'X', '3,00M', 'A', '8,00M']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","viga - angelim-vermelho (dinizia excelsa) bruto, normal, fas, ad, 50,00mm x 110,00mm a 180,00mm x 3,00m a 8,00m"
JATOBA SERRADO EM PRANCHAO DESDOBRADO,"['JATOBA', 'SERRADO', 'EM', 'PRANCHAO', 'DESDOBRADO']","[0, 0, 0, 0, 0]",jatoba serrado em pranchao desdobrado
LOURO ABACATE 27 MADEIRA SERRADA (TABUA),"['LOURO', 'ABACATE', '27', 'MADEIRA', 'SERRADA', '(TABUA)']","[0, 0, 0, 0, 0, 0]",louro abacate 27 madeira serrada (tabua)
MADEIRA SERRADA DA ESPECIE JATOBA TIPO PRANCHA,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'JATOBA', 'TIPO', 'PRANCHA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie jatoba tipo prancha
"PORTAL 2,10X80X70X60 GUAJARA","['PORTAL', '2,10X80X70X60', 'GUAJARA']","[0, 0, 0]","portal 2,10x80x70x60 guajara"
MADEIRA SERRADA EM TABUAS DA ESSENCIA CUPIUBA(GOUPIA GLABRA AUBL.),"['MADEIRA', 'SERRADA', 'EM', 'TABUAS', 'DA', 'ESSENCIA', 'CUPIUBA(GOUPIA', 'GLABRA', 'AUBL.)']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabuas da essencia cupiuba(goupia glabra aubl.)
CAIXA TP SAPATO 2 FOTOS,"['CAIXA', 'TP', 'SAPATO', '2', 'FOTOS']","[0, 0, 0, 0, 0]",caixa tp sapato 2 fotos
"LINHA ANGELIM 5X11 5,5MT","['LINHA', 'ANGELIM', '5X11', '5,5MT']","[0, 0, 0, 0]","linha angelim 5x11 5,5mt"
MADEIRA SERRADA EM SARRAFOS DA ESPECIE ANDIROBA - CARAPA GUIANENSIS AUBL.,"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS', 'DA', 'ESPECIE', 'ANDIROBA', '-', 'CARAPA', 'GUIANENSIS', 'AUBL.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafos da especie andiroba - carapa guianensis aubl.
PORTAL DE MASSARANDUBA BENEFICIADA,"['PORTAL', 'DE', 'MASSARANDUBA', 'BENEFICIADA']","[0, 0, 0, 0]",portal de massaranduba beneficiada
"TABUA MASSARANDUBA 3X15X1,18M","['TABUA', 'MASSARANDUBA', '3X15X1,18M']","[0, 0, 0]","tabua massaranduba 3x15x1,18m"
PEQUIARANA SERRADA EM RIPA CURTA,"['PEQUIARANA', 'SERRADA', 'EM', 'RIPA', 'CURTA']","[0, 0, 0, 0, 0]",pequiarana serrada em ripa curta
LOURO RIPA,"['LOURO', 'RIPA']","[0, 0]",louro ripa
MADEIRA SERRADA EM TÁBUAS NA ESPÉCIE SUCUPIRA-PRETA,"['MADEIRA', 'SERRADA', 'EM', 'TÁBUAS', 'NA', 'ESPÉCIE', 'SUCUPIRA-PRETA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabuas na especie sucupira-preta
SARRAFO MACARANDUBA,"['SARRAFO', 'MACARANDUBA']","[0, 0]",sarrafo macaranduba
COLHER DE MINGAL DE PAU,"['COLHER', 'DE', 'MINGAL', 'DE', 'PAU']","[0, 0, 0, 0, 0]",colher de mingal de pau
MAD. (RIPA CURTA) CARYOCAR GRACILE PEQUIA,"['MAD.', '(RIPA', 'CURTA)', 'CARYOCAR', 'GRACILE', 'PEQUIA']","[0, 0, 0, 0, 0, 0]",mad. (ripa curta) caryocar gracile pequia
MADEIRA SERRADA TIPO SARRAFOS DA ESPECIE JARANA,"['MADEIRA', 'SERRADA', 'TIPO', 'SARRAFOS', 'DA', 'ESPECIE', 'JARANA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo sarrafos da especie jarana
ANGELIM VERMELHO - MADEIRA SER - VIGAS,"['ANGELIM', 'VERMELHO', '-', 'MADEIRA', 'SER', '-', 'VIGAS']","[0, 0, 0, 0, 0, 0, 0]",angelim vermelho - madeira ser - vigas
TATAJUBA SERRADA EM PISO E ASSOALHOS,"['TATAJUBA', 'SERRADA', 'EM', 'PISO', 'E', 'ASSOALHOS']","[0, 0, 0, 0, 0, 0]",tatajuba serrada em piso e assoalhos
"LINHA ANGELIM 5X13 2,0 MT","['LINHA', 'ANGELIM', '5X13', '2,0', 'MT']","[0, 0, 0, 0, 0]","linha angelim 5x13 2,0 mt"
"LINHA CUPIUBA - 5 X 12 X 6,00 MT","['LINHA', 'CUPIUBA', '-', '5', 'X', '12', 'X', '6,00', 'MT']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","linha cupiuba - 5 x 12 x 6,00 mt"
LOURO NATUVIDA 3G,"['LOURO', 'NATUVIDA', '3G']","[0, 0, 0]",louro natuvida 3g
IPE SERRADO(PRANCHAO DESDOBRADO),"['IPE', 'SERRADO(PRANCHAO', 'DESDOBRADO)']","[0, 0, 0]",ipe serrado(pranchao desdobrado)
1 VOLUME 70/50/10CM,"['1', 'VOLUME', '70/50/10CM']","[0, 0, 0]",1 volume 70/50/10cm
"CAIBRO PEROBA ROSA 2,5M","['CAIBRO', 'PEROBA', 'ROSA', '2,5M']","[0, 0, 0, 0]","caibro peroba rosa 2,5m"
ITAUBA MADEIRA SERRADA - SARRAFO,"['ITAUBA', 'MADEIRA', 'SERRADA', '-', 'SARRAFO']","[0, 0, 0, 0, 0]",itauba madeira serrada - sarrafo
MADEIRA SERRADA DA ESPECIE POPULAR ANGELIM VERMELHO EM SARRAFOS,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'POPULAR', 'ANGELIM', 'VERMELHO', 'EM', 'SARRAFOS']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie popular angelim vermelho em sarrafos
MADEIRA SERRADA DA ESPECIE POPULAR ANGELIM VERMELHO EM VIGOTA,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'POPULAR', 'ANGELIM', 'VERMELHO', 'EM', 'VIGOTA']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie popular angelim vermelho em vigota
PORTA ALMOFADA 2.10X80 GUAJA,"['PORTA', 'ALMOFADA', '2.10X80', 'GUAJA']","[0, 0, 0, 0]",porta almofada 2.10x80 guaja
MACARANDUBA MADEIRA EM APROV. RIPAS,"['MACARANDUBA', 'MADEIRA', 'EM', 'APROV.', 'RIPAS']","[0, 0, 0, 0, 0]",macaranduba madeira em aprov. ripas
CAIBROS ANGELIN VERMELHO,"['CAIBROS', 'ANGELIN', 'VERMELHO']","[0, 0, 0]",caibros angelin vermelho
OUTRAS MADEIRA DE LEI,"['OUTRAS', 'MADEIRA', 'DE', 'LEI']","[0, 0, 0, 0]",outras madeira de lei
MADEIRA SERRADA EM VIGA ESPÉCIE LOURO,"['MADEIRA', 'SERRADA', 'EM', 'VIGA', 'ESPÉCIE', 'LOURO']","[0, 0, 0, 0, 0, 0]",madeira serrada em viga especie louro
MADEIRA SERRADA SUMAUAMA (SARRAFO),"['MADEIRA', 'SERRADA', 'SUMAUAMA', '(SARRAFO)']","[0, 0, 0, 0]",madeira serrada sumauama (sarrafo)
MADEIRA DA ESPECIE JATOBA ( HYMENAEA COURBARIL L.) SERRADA EM TABUAS,"['MADEIRA', 'DA', 'ESPECIE', 'JATOBA', '(', 'HYMENAEA', 'COURBARIL', 'L.)', 'SERRADA', 'EM', 'TABUAS']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira da especie jatoba ( hymenaea courbaril l.) serrada em tabuas
"PORTA MOGNO 2,10X0,80M","['PORTA', 'MOGNO', '2,10X0,80M']","[0, 0, 0]","porta mogno 2,10x0,80m"
MADEIRA SERRADA VIGA PEQUIARANA,"['MADEIRA', 'SERRADA', 'VIGA', 'PEQUIARANA']","[0, 0, 0, 0]",madeira serrada viga pequiarana
LINHA 3X5 C/3 MT M,"['LINHA', '3X5', 'C/3', 'MT', 'M']","[0, 0, 0, 0, 0]",linha 3x5 c/3 mt m
MADEIRA SERRADA DO TIPO CAIBRO(CAIBRINHO 3X5CM)ESPECIE CEDRARANA,"['MADEIRA', 'SERRADA', 'DO', 'TIPO', 'CAIBRO(CAIBRINHO', '3X5CM)ESPECIE', 'CEDRARANA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada do tipo caibro(caibrinho 3x5cm)especie cedrarana
MADEIRA SERRADA (CAIBRO) / GOUPIA GLABRA - CUPIÚBA,"['MADEIRA', 'SERRADA', '(CAIBRO)', '/', 'GOUPIA', 'GLABRA', '-', 'CUPIÚBA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada (caibro) / goupia glabra - cupiuba
IPE SERRADO RIPA,"['IPE', 'SERRADO', 'RIPA']","[0, 0, 0]",ipe serrado ripa
CEDRO SERRADO SARRAFO,"['CEDRO', 'SERRADO', 'SARRAFO']","[0, 0, 0]",cedro serrado sarrafo
MADEIRA SERRADA EM PRANCHAS DA ESSENCIA MARUPA(JACARANDA COPAIA(AUBL.) DON),"['MADEIRA', 'SERRADA', 'EM', 'PRANCHAS', 'DA', 'ESSENCIA', 'MARUPA(JACARANDA', 'COPAIA(AUBL.)', 'DON)']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em pranchas da essencia marupa(jacaranda copaia(aubl.) don)
LINHA ANGELIM VERMELHO 5X18 6 0M,"['LINHA', 'ANGELIM', 'VERMELHO', '5X18', '6', '0M']","[0, 0, 0, 0, 0, 0]",linha angelim vermelho 5x18 6 0m
"POSTE DE EUCALIPTO TRATADA 5,0 X 14 A 16 - EUCALIPTO BARROTE","['POSTE', 'DE', 'EUCALIPTO', 'TRATADA', '5,0', 'X', '14', 'A', '16', '-', 'EUCALIPTO', 'BARROTE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","poste de eucalipto tratada 5,0 x 14 a 16 - eucalipto barrote"
CX.DE PORTA MASSAR.70X2.10X13CM MASSARANDUBA*,"['CX.DE', 'PORTA', 'MASSAR.70X2.10X13CM', 'MASSARANDUBA*']","[0, 0, 0, 0]",cx.de porta massar.70x2.10x13cm massaranduba*
"CAIXA DE PORTA MAND. VERMELHO 0,80X2,10X0,13 CARIOCA","['CAIXA', 'DE', 'PORTA', 'MAND.', 'VERMELHO', '0,80X2,10X0,13', 'CARIOCA']","[0, 0, 0, 0, 0, 0, 0]","caixa de porta mand. vermelho 0,80x2,10x0,13 carioca"
MADEIRA SERRADA EM VIGA ( ESSENCIA PEQUIA ),"['MADEIRA', 'SERRADA', 'EM', 'VIGA', '(', 'ESSENCIA', 'PEQUIA', ')']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em viga ( essencia pequia )
CAIXA PORTA COMUM - MISTO VERMELHO,"['CAIXA', 'PORTA', 'COMUM', '-', 'MISTO', 'VERMELHO']","[0, 0, 0, 0, 0, 0]",caixa porta comum - misto vermelho
FAVEIRA 64 - SARRAFOS,"['FAVEIRA', '64', '-', 'SARRAFOS']","[0, 0, 0, 0]",faveira 64 - sarrafos
MADEIRA SERRADA EM SARRAFOS DA ESSENCIA MANGUE (CALOPHYLUM BRASILIENSIS),"['MADEIRA', 'SERRADA', 'EM', 'SARRAFOS', 'DA', 'ESSENCIA', 'MANGUE', '(CALOPHYLUM', 'BRASILIENSIS)']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafos da essencia mangue (calophylum brasiliensis)
TAXI-PRETO SERRADA MIR/CAIBRO CURTO,"['TAXI-PRETO', 'SERRADA', 'MIR/CAIBRO', 'CURTO']","[0, 0, 0, 0]",taxi-preto serrada mir/caibro curto
MADEIRA SERRADA CAIBRO DE TIMBORIL,"['MADEIRA', 'SERRADA', 'CAIBRO', 'DE', 'TIMBORIL']","[0, 0, 0, 0, 0]",madeira serrada caibro de timboril
"PORTA ALMOFADA 2,10X74 ANDIROBA","['PORTA', 'ALMOFADA', '2,10X74', 'ANDIROBA']","[0, 0, 0, 0]","porta almofada 2,10x74 andiroba"
"LINHA MIX 3X5 4,5MT MADEIRA","['LINHA', 'MIX', '3X5', '4,5MT', 'MADEIRA']","[0, 0, 0, 0, 0]","linha mix 3x5 4,5mt madeira"
MADEIRA SERRADA TIPO (VIGA) DA ESPÉCIE MACARANDUBA,"['MADEIRA', 'SERRADA', 'TIPO', '(VIGA)', 'DA', 'ESPÉCIE', 'MACARANDUBA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo (viga) da especie macaranduba
CAIXA P/ BANHEIRO GRANDE,"['CAIXA', 'P/', 'BANHEIRO', 'GRANDE']","[0, 0, 0, 0]",caixa p/ banheiro grande
INSTALAÇÃO PORTA DE JATOBÁ  COM ALIZÁRES,"['INSTALAÇÃO', 'PORTA', 'DE', 'JATOBÁ', 'COM', 'ALIZÁRES']","[0, 0, 0, 0, 0, 0]",instalacao porta de jatoba  com alizares
"LINHA MASSA 15X15 6,0MT","['LINHA', 'MASSA', '15X15', '6,0MT']","[0, 0, 0, 0]","linha massa 15x15 6,0mt"
LINHA 5X24 ANGELIM 1.00MT,"['LINHA', '5X24', 'ANGELIM', '1.00MT']","[0, 0, 0, 0]",linha 5x24 angelim 1.00mt
GUAJARA MADEIRA INDUSTRIALIZADA DE RESIDUO(CAIBRINHO),"['GUAJARA', 'MADEIRA', 'INDUSTRIALIZADA', 'DE', 'RESIDUO(CAIBRINHO)']","[0, 0, 0, 0, 0]",guajara madeira industrializada de residuo(caibrinho)
LINHA MASSARANDUBA 6X3,"['LINHA', 'MASSARANDUBA', '6X3']","[0, 0, 0]",linha massaranduba 6x3
"MADEIRITE RESINADO 1,10 X 2,20 10MM","['MADEIRITE', 'RESINADO', '1,10', 'X', '2,20', '10MM']","[0, 0, 0, 0, 0, 0]","madeirite resinado 1,10 x 2,20 10mm"
PEQUIRANA MAD IND DE RESIDUO CAIBRINHO,"['PEQUIRANA', 'MAD', 'IND', 'DE', 'RESIDUO', 'CAIBRINHO']","[0, 0, 0, 0, 0, 0]",pequirana mad ind de residuo caibrinho
LINHA DE MADEIRA AG. 3X4,"['LINHA', 'DE', 'MADEIRA', 'AG.', '3X4']","[0, 0, 0, 0, 0]",linha de madeira ag. 3x4
PORTA 2.10X1.20 CX DUPLA C/FERRAGENS UN 1,"['PORTA', '2.10X1.20', 'CX', 'DUPLA', 'C/FERRAGENS', 'UN', '1']","[0, 0, 0, 0, 0, 0, 0]",porta 2.10x1.20 cx dupla c/ferragens un 1
MADEIRA SERRADA TABUAS - MACAC,"['MADEIRA', 'SERRADA', 'TABUAS', '-', 'MACAC']","[0, 0, 0, 0, 0]",madeira serrada tabuas - macac
"LINHA 5,0X18,0 3,50M","['LINHA', '5,0X18,0', '3,50M']","[0, 0, 0]","linha 5,0x18,0 3,50m"
MADEIRA BENEFICIADA ASSOALHO DA ESPECIE GARAPA,"['MADEIRA', 'BENEFICIADA', 'ASSOALHO', 'DA', 'ESPECIE', 'GARAPA']","[0, 0, 0, 0, 0, 0]",madeira beneficiada assoalho da especie garapa
LINHA 5X6 ANGELIM,"['LINHA', '5X6', 'ANGELIM']","[0, 0, 0]",linha 5x6 angelim
"LINHA MASSA 5,0X25 5,5MT MADEIRA","['LINHA', 'MASSA', '5,0X25', '5,5MT', 'MADEIRA']","[0, 0, 0, 0, 0]","linha massa 5,0x25 5,5mt madeira"
MADEIRA SERRADA EM PRANCHÃO NA ESPÉCIE CUMARU,"['MADEIRA', 'SERRADA', 'EM', 'PRANCHÃO', 'NA', 'ESPÉCIE', 'CUMARU']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em pranchao na especie cumaru
MADEIRA SERRADA(TÁBUAS) DA ESPÉCIE - ANGELIM,"['MADEIRA', 'SERRADA(TÁBUAS)', 'DA', 'ESPÉCIE', '-', 'ANGELIM']","[0, 0, 0, 0, 0, 0]",madeira serrada(tabuas) da especie - angelim
ABIU DE CASCA GROSSA SARRAFOS,"['ABIU', 'DE', 'CASCA', 'GROSSA', 'SARRAFOS']","[0, 0, 0, 0, 0]",abiu de casca grossa sarrafos
"PONTALETE ANGELIN C/ 1,00M","['PONTALETE', 'ANGELIN', 'C/', '1,00M']","[0, 0, 0, 0]","pontalete angelin c/ 1,00m"
MAD. ESP. ITAUBA SERRADA EM CAIBRO,"['MAD.', 'ESP.', 'ITAUBA', 'SERRADA', 'EM', 'CAIBRO']","[0, 0, 0, 0, 0, 0]",mad. esp. itauba serrada em caibro
TABUA IPE BENEFICIADA 2.15 X 0.11 X 0.03,"['TABUA', 'IPE', 'BENEFICIADA', '2.15', 'X', '0.11', 'X', '0.03']","[0, 0, 0, 0, 0, 0, 0, 0]",tabua ipe beneficiada 2.15 x 0.11 x 0.03
